Transfer_id,account_id,service,amount,Date
FQJXGBEH,GB28FVDF08566430066319,Shopping,100,2022-01-26
SYNUGBY5,GB44WLYX15382020660557,Supermarket,430,2022-01-29
HFWOGBEC,GB29JCPF02412884752038,Transport,660,2022-01-11
SQGEGBZM,GB15RCNM33241669134326,Supermarket,420,2022-01-3
QGCNGBGH,GB77BBRI11145275914569,Food,220,2022-01-15
UWACGBOR,GB39LEFT41642027755469,Shopping,780,2022-01-11
ADMBGBO0,GB47GAJY46629607275532,Supermarket,650,2022-01-15
RPEZGBN4,GB21JOGK81718085828272,Transport,990,2022-01-1
CJOSGB6L,GB16DTWS80377581456106,Transport,570,2022-01-12
LOFAGB8B,GB34OHDU44033362925347,Transport,220,2022-01-4
IJPMGBOV,GB02FCLT14458224655264,Supermarket,700,2022-01-26
RFVVGBG9,GB87LEQA71579826208453,Food,620,2022-01-26
SOVNGBSK,GB22YAPH90429946550295,Entertainment,590,2022-01-14
CCIRGBSV,GB51FHFF00223153843071,Supermarket,570,2022-01-27
VLJNGBXY,GB12BJSK90449396455956,Entertainment,620,2022-01-5
FDZIGBV7,GB73XDQM16342904094055,Entertainment,370,2022-01-8
WAGJGBZO,GB11HZLT00445365584284,Entertainment,920,2022-01-28
SWWRGBIA,GB24JKTN46167103942667,Entertainment,900,2022-01-17
BSELGBQU,GB09JRKV75095898972906,Supermarket,180,2022-01-7
RKQGGBYA,GB52ZYWG28400703450821,Food,120,2022-01-9
NABQGB84,GB79ZVTT21606033006120,Shopping,840,2022-01-29
SNXRGBXN,GB06ZOAL02376369974313,Transport,290,2022-01-4
BLIIGBST,GB81PLWH50958619180383,Transport,800,2022-01-26
SLEUGBUA,GB21XSRP25939629392937,Transport,520,2022-01-19
BBCLGB6P,GB09BOCP18571700938162,Food,110,2022-01-6
GAHGGBE7,GB63VZVX86095567062847,Transport,190,2022-01-30
TCKUGBHV,GB30BFKS62513630025270,Entertainment,680,2022-01-3
PALHGBVY,GB09UGUA92688104494918,Supermarket,250,2022-01-4
FJYFGB5N,GB82NSXD57978202257876,Shopping,150,2022-01-19
DDHVGB4S,GB63ZFQU55633555736116,Transport,530,2022-01-19
HYCGGBQA,GB05VRWR73235765593559,Supermarket,810,2022-01-27
AGUZGB4R,GB91HHPW00744166349550,Shopping,550,2022-01-3
MSUNGB5R,GB78XHDM81341475998674,Food,940,2022-01-20
KMQDGBJ8,GB22PGLD88083274402115,Supermarket,330,2022-01-10
CALZGB9I,GB13GGTD68824223121213,Entertainment,290,2022-01-12
LSDAGB73,GB10DRGE19291812423428,Supermarket,490,2022-01-27
JPDAGB19,GB64OILU43799282935211,Entertainment,380,2022-01-2
BBJNGBAM,GB42CQVN09704696276658,Shopping,400,2022-01-20
YBKJGBIV,GB18VQON78804369318080,Food,940,2022-01-28
PWGOGBSV,GB39HDCH33350010196323,Shopping,920,2022-01-7
KAXWGB1Q,GB74HSGS31865843155275,Transport,370,2022-01-17
YLMZGB5W,GB69SDNF60626660146720,Transport,450,2022-01-26
ZDSWGBYJ,GB06KYIF38317343350665,Shopping,370,2022-01-10
PBWDGBSV,GB24XQVG81209370255172,Entertainment,640,2022-01-29
ERFVGBLL,GB32CNNV77570063160788,Supermarket,490,2022-01-1
LQKCGBAT,GB48LYVI46969510438970,Food,890,2022-01-13
KFFWGBO5,GB05YHSV22811647706033,Transport,610,2022-01-27
IYPMGBMX,GB03UHJB69311179994352,Shopping,680,2022-01-25
RFWIGB6W,GB51CRVV33910076449807,Food,120,2022-01-26
UYFMGBM5,GB85JUCX11279324353312,Transport,980,2022-01-9
UZTYGBTM,GB12BJSK90449396455956,Transport,630,2022-01-14
TIDYGB1E,GB33BXXG59027481828386,Shopping,310,2022-01-12
AUEAGBDX,GB83ZGIV72700876240964,Food,890,2022-01-15
DFQFGBZS,GB98JOVK01788678420946,Transport,340,2022-01-11
XZQDGBA7,GB71QHAU06749879331732,Supermarket,460,2022-01-24
OGNPGBTK,GB32WHPP72361958386426,Entertainment,720,2022-01-13
